Empresa,Nombre_Corto,Fecha,Anio,Trimestre,Activos,Inventarios,Pasivo_Circulante,PasivoLP,UOAD,PPE,CPP,Efectivo,GC,CBV,Ventas,IGR,Deuda,CPC,GO,GVGA,Precio_Acciones
AXTEL S.A.B DE C.V.,AXTEL,1Q2011,2011,1,21536.092,165.385,4205.717,9423.377,25.73999977,15659.255,2456.781,858.532,732.4210205,758.7639771,2654.521973,236.6569977,9423.376953,2333.824951,2628.781982,1870.018066,7.014677419
AXTEL S.A.B DE C.V.,AXTEL,2Q2011,2011,2,21302.18,152.666,4160.683,9303.274,148.322998,15413.889,2269.704,906.168,511.0820007,691.4639893,2693.344971,244.3040009,9303.273438,2309.49707,2545.021973,1853.557983,6.551904762
AXTEL S.A.B DE C.V.,AXTEL,3Q2011,2011,3,21422.95,134.054,3791.799,10548.374,151.1990051,15209.176,2277.275,643.451,498.2219849,671.1599731,2713.155029,262.7000122,10548.37402,2578.776855,2561.956055,1890.796143,5.936923077
AXTEL S.A.B DE C.V.,AXTEL,4Q2011,2011,4,22277.272,152.756,4030.479,12094.395,112.2249985,15517.788,2395.837,1425.023,791.0469971,677.8809814,2768.383057,258.9190063,12094.39453,2362.093018,2656.157959,1978.276978,4.620806452
AXTEL S.A.B DE C.V.,AXTEL,1Q2012,2012,1,20798.059,136.658,3436.539,11234.834,8.583999634,15199.464,2102.365,460.594,502.2449951,624.6959839,2502.543945,267.3429871,10905.40234,2523.926025,2493.959961,1869.263916,4.502698413
AXTEL S.A.B DE C.V.,AXTEL,2Q2012,2012,2,21194.428,124.394,3965.413,11906.729,-62.63899994,14934.705,2419.699,693.593,475.901001,819.9849854,2688.047119,273.1090088,11567.47949,2927.680176,2750.686035,1930.70105,3.450806452
AXTEL S.A.B DE C.V.,AXTEL,3Q2012,2012,3,20882.897,118.244,3976.064,11232.581,-66.00700378,14681.691,2648.146,666.592,492.9689941,740.8170166,2581.418945,242.3300018,10887.32813,2789.468994,2647.426025,1906.609009,2.585076923
AXTEL S.A.B DE C.V.,AXTEL,4Q2012,2012,4,20500.331,105.471,4294.526,11117.531,-414.8160095,13997.994,2404.471,597.201,545.1079712,669.2869873,2417.721924,274.7309875,11054.64551,2649.980957,2832.537842,2163.250977,2.845322581
AXTEL S.A.B DE C.V.,AXTEL,1Q2013,2013,1,19098.726,95.845,3482.193,7307.36,2968.466064,13564.881,2167.884,824.09,328.8190002,553.7020264,2288.977051,328.3420105,6847.390137,2842.819824,-679.4890137,-1233.19104,3.307966102
AXTEL S.A.B DE C.V.,AXTEL,2Q2013,2013,2,18923.768,87.636,3329.897,7732.84,-120.4759979,13199.142,1822.939,750.075,409.5700073,609.065979,2379.595947,166.3999939,7299.456055,2933.413086,2500.072021,1891.006104,4.1484375
AXTEL S.A.B DE C.V.,AXTEL,3Q2013,2013,3,18921.348,90.771,3526.156,7599.787,-61.65599823,12908.798,2172.725,632.994,496.1669922,773.0939941,2630.209961,174.2819977,7192.207031,3240.567139,2691.865967,1918.771973,4.305384615
AXTEL S.A.B DE C.V.,AXTEL,4Q2013,2013,4,19882.652,106.313,4299.435,8055.559,-99.64600372,13187.187,2741.308,1292.263,883.6539917,1048.71106,2987.710938,213.4299927,7555.374023,3273.141846,3087.356934,2038.645874,4.01968254
AXTEL S.A.B DE C.V.,AXTEL,1Q2014,2014,1,19955.401,111.28,4648.206,8021.914,-147.5890045,12989.256,3237.517,827.99,633.6010132,1119.188965,2970.756104,197.1730042,7556.711914,3832.494141,3118.345215,1999.15625,4.839016393
AXTEL S.A.B DE C.V.,AXTEL,2Q2014,2014,2,20221.389,172.523,5063.464,8053.423,-98.92199707,13059.843,3376.381,794.739,697.2739868,791.9769897,2673.407959,190.052002,7624.615723,4017.430176,2772.330078,1980.353027,4.68
AXTEL S.A.B DE C.V.,AXTEL,3Q2014,2014,3,21656.68,162.923,4753.398,10177.26,-99.68699646,13079.475,3139.471,2524.032,748.4780273,681.0560303,2570.305908,208.8840027,9818.431641,3665.470947,2669.99292,1988.93689,4.450461538
AXTEL S.A.B DE C.V.,AXTEL,4Q2014,2014,4,20985.098,67.097,4311.915,10967.465,-153.5050049,12961.543,2347.302,2697.835,757.8690186,504.8829956,2382.532959,279.6359863,10645.44727,2804.688965,2536.038086,2031.155029,3.568730159
AXTEL S.A.B DE C.V.,AXTEL,1Q2015,2015,1,21889.732,64.861,4426.223,11545.696,817.8959961,13242.102,2566.768,3222.591,453.6340027,482.9289856,2416.113037,292.2539978,11224.63184,2832.309814,1598.217041,1115.288086,3.869180328
AXTEL S.A.B DE C.V.,AXTEL,2Q2015,2015,2,22093.355,67.099,4928.711,11766.957,-135.3820038,13423.562,2635.593,2772.136,570.4210205,569.3699951,2541.98291,295.2950134,11469.25586,3227.775146,2677.36499,2107.995117,4.709193548
AXTEL S.A.B DE C.V.,AXTEL,3Q2015,2015,3,22142.619,54.747,4717.914,12776.111,132.4980011,13357.364,2780.314,2491.867,514.6610107,444.3039856,2360.415039,333.381012,12463.10254,3232.811035,2227.916992,1783.613037,6.225230769
AXTEL S.A.B DE C.V.,AXTEL,4Q2015,2015,4,21928.639,53.069,5127.071,12681.743,-205.8549957,13216.179,2676.819,2575.222,472.7139893,803.2589722,2831.927002,315.3779907,12475.9502,3168.051025,3037.781982,2234.522949,7.940634921
AXTEL S.A.B DE C.V.,AXTEL,1Q2016,2016,1,32070.789,111.412,7838.833,17833.906,-439.3200073,19872.296,3004.736,695.882,660.1729736,1208.776001,2839.569092,1015.151001,17075.41406,5655.384766,3278.88916,2070.113281,8.068666667
AXTEL S.A.B DE C.V.,AXTEL,2Q2016,2016,2,32469.559,98.792,6788.303,20246.336,155,19692.789,3342.188,1128.269,709.5609741,1410.052979,3478.221924,260.8640137,19450.43359,5375.773926,3323.221924,1913.168945,7.158307692
AXTEL S.A.B DE C.V.,AXTEL,3Q2016,2016,3,32381.31,145.056,7196.439,20199.939,339.4089966,19769.154,3592.068,754.412,898.8109741,1698.334961,3836.227051,275.2219849,19767.875,4815.223145,3496.818115,1798.483154,5.331384615
AXTEL S.A.B DE C.V.,AXTEL,4Q2016,2016,4,32167.317,109.388,7579.884,21940.799,-264.4670105,19619.451,3183.091,1447.118,831.9279785,1626.938965,3783.302002,326.526001,20485.85938,3993.799805,4047.769043,2420.830078,4.351290323
AXTEL S.A.B DE C.V.,AXTEL,1Q2017,2017,1,32070.789,111.412,7838.833,17833.906,-439.3200073,19872.296,3004.736,695.882,660.1729736,1208.776001,2839.569092,1015.151001,17075.41406,5655.384766,3278.88916,2070.113281,3.713015873
AXTEL S.A.B DE C.V.,AXTEL,2Q2017,2017,2,32469.559,98.792,6788.303,20246.336,155,19692.789,3342.188,1128.269,709.5609741,1410.052979,3478.221924,260.8640137,19450.43359,5375.773926,3323.221924,1913.168945,3.698548387
AXTEL S.A.B DE C.V.,AXTEL,3Q2017,2017,3,32381.31,145.056,7196.439,20199.939,339.4089966,19769.154,3592.068,754.412,898.8109741,1698.334961,3836.227051,275.2219849,19767.875,4815.223145,3496.818115,1798.483154,4.221846154
AXTEL S.A.B DE C.V.,AXTEL,4Q2017,2017,4,32167.317,109.388,7579.884,21940.799,-264.4670105,19619.451,3183.091,1447.118,831.9279785,1626.938965,3783.302002,326.526001,20485.85938,3993.799805,4047.769043,2420.830078,4.136065574
CEMEX S.A.B DE C.V.,CEMEX,1Q2010,2010,1,556160.531,17318.652,50184.912,194017.191,1892.057983,239422.406,16717.234,18136.716,701.2930298,28340.16602,38793.76172,3117.441895,194017.1875,20935.95898,36901.70313,8561.537109,9.760655738
CEMEX S.A.B DE C.V.,CEMEX,2Q2010,2010,2,554314.933,17391.768,51688.38,208036.858,3749.089111,238078.793,17409.312,9673.809,1153.599976,33530.53906,47893.32813,3339.506104,208036.8594,23380.83008,44144.23828,10613.69922,10.14698413
CEMEX S.A.B DE C.V.,CEMEX,3Q2010,2010,3,549758.896,17511.466,58588.814,203294.26,3645.615967,237110.531,18177.846,10555.376,1423.009033,34212.875,48271.16016,3565.810059,203294.25,22798.15039,44625.54297,10412.66797,8.7290625
CEMEX S.A.B DE C.V.,CEMEX,4Q2010,2010,4,515097.151,15544.188,55119.258,197181.275,1555.86499,231457.632,18685.958,8353.976,3686.037109,32222.92969,43301.44531,3372.297119,197181.2813,19660.91797,41745.58203,9522.652344,8.7440625
CEMEX S.A.B DE C.V.,CEMEX,1Q2011,2011,1,506343.735,16822.405,48687.413,202178.709,2074.998047,225872.84,18320.115,7806.444,429.3829956,29149.90039,40744.72656,3413.287109,202178.7031,22630.90039,38669.72656,9519.826172,8.77516129
CEMEX S.A.B DE C.V.,CEMEX,2Q2011,2011,2,496774.222,16252.853,48814.062,198395.107,2990.647949,222396.478,18813.353,7908.665,1135.728027,34084.45703,47455.41797,3499.342041,198395.1094,24715.62891,44464.76953,10380.3125,7.753492063
CEMEX S.A.B DE C.V.,CEMEX,3Q2011,2011,3,554032.201,18156.749,56226.908,235302.578,3856.086914,247877.276,20021.921,10212.018,1313.904053,35185.37891,50184.46094,4052.524902,235302.5781,25881.91016,46328.375,11142.99609,5.675692308
CEMEX S.A.B DE C.V.,CEMEX,4Q2011,2011,4,548298.617,17538.665,56670.448,233914.57,3061.845947,245763.088,20168.457,16128.431,3168.409912,36647.71875,50553.03516,4241.749023,233914.5625,21004.10352,47491.1875,10843.46875,4.623548387
CEMEX S.A.B DE C.V.,CEMEX,1Q2012,2012,1,507830.192,16893.767,58085.5,292979.559,2880.39209,219906.149,19465.016,12923.423,817.2719727,33065.74219,45217.92578,3925.074951,221471.7813,31454.7207,42337.53516,9271.792969,7.456666667
CEMEX S.A.B DE C.V.,CEMEX,2Q2012,2012,2,512890.388,17433.089,53643.197,299591.234,4743.064941,221247.214,20778.836,8351.076,1620.760986,36755.60547,52475.9375,4140.529785,227866.0469,34430.21875,47732.87109,10977.26563,6.893548387
CEMEX S.A.B DE C.V.,CEMEX,3Q2012,2012,3,502307.193,16578.014,54697.854,290756.172,3179.404053,212486.307,20000.359,10106.004,1688.972046,35499.22656,51232.98828,4099.066895,219607.4844,33544.48047,48053.58594,12554.35938,8.079692308
CEMEX S.A.B DE C.V.,CEMEX,4Q2012,2012,4,478768.717,16485.053,53793.196,269376.442,704.625,212301.155,20515.688,12477.703,3873.85791,33390.64063,48109.50781,4163.450195,206391.9063,29175.62695,47404.88281,14014.24219,9.675322581
CEMEX S.A.B DE C.V.,CEMEX,1Q2013,2013,1,459961.699,16163.962,54167.644,253989.951,2769.093994,200528.653,19008.709,10082.453,953.3909912,30390.33789,41847.76563,3941.483887,198157.8438,29355.78125,39078.67188,8688.333984,11.41338983
CEMEX S.A.B DE C.V.,CEMEX,2Q2013,2013,2,474121.461,16202.151,57348.425,263217.187,4367.416016,203612.741,20956.085,9671.798,1374.728027,34446.68359,50630.52344,4046.066895,208093.7344,33952.43359,46263.10938,11816.42578,12.0046875
CEMEX S.A.B DE C.V.,CEMEX,3Q2013,2013,3,484364.488,16727.296,60471.728,268298.258,4702.132813,205823.001,21055.503,11729.356,1843.234009,35634.33594,52609.31641,4117.745117,212285.8281,35000.38281,47907.18359,12272.84766,12.69523077
CEMEX S.A.B DE C.V.,CEMEX,4Q2013,2013,4,496129.728,16985.421,59562.239,288249.698,2762.489014,205716.969,22201.619,15176.489,3614.448975,34302.76953,50573.54297,4145.792969,216878.7969,31995.97461,47811.05469,13508.28516,12.25269841
CEMEX S.A.B DE C.V.,CEMEX,1Q2014,2014,1,494269.336,17506.091,69345.743,275475.069,3038.547119,203560.728,21819.708,11028.7,1219.890015,34436.21875,47468.41406,4149.993164,203963.625,33869.16016,44429.86719,9993.648438,14.3042623
CEMEX S.A.B DE C.V.,CEMEX,2Q2014,2014,2,489142.062,17643.804,61392.255,276400.099,6720.414063,202024.888,22367.941,9563.04,1977.155029,36614.26172,53880.25781,3892.125,208433.5625,33759.42578,47159.84375,10545.58203,14.81870968
CEMEX S.A.B DE C.V.,CEMEX,3Q2014,2014,3,496479.781,17756.895,66499.909,277597.008,5366.689941,199566.509,21546.72,13480.458,2042.911987,36213.37109,54753.65625,3937.345947,207892.7031,34631.83594,49386.96484,13173.59375,15.27261538
CEMEX S.A.B DE C.V.,CEMEX,4Q2014,2014,4,514960.893,18073.998,80224.595,286564.957,1929.688965,202928.271,24271.492,12589.375,4140.208008,35481.875,53920.19141,3881.950928,215516.3281,30756.16016,51990.50391,16508.62891,14.44603175
CEMEX S.A.B DE C.V.,CEMEX,1Q2015,2015,1,525662.292,18724.62,89971.424,289644.901,5073.203125,204178.977,24070.028,14336.079,2294.294922,35673.39844,51236.10156,4134.619141,218447.2969,33110.48047,46162.89844,10489.5,12.89278689
CEMEX S.A.B DE C.V.,CEMEX,2Q2015,2015,2,534118.019,18728.387,69650.805,308337.913,7637.722168,209567.824,26680.866,7723.92,2428.100098,39266.65625,59386.09766,4015.563965,236948.5469,36131.81641,51748.375,12481.71875,13.68354839
CEMEX S.A.B DE C.V.,CEMEX,3Q2015,2015,3,557242.447,18444.103,74567.089,323642.097,5661.117188,212309.112,26639.633,7721.944,2817.305908,37888.69141,57827.26563,4078.334961,249703.9688,36171.45313,52166.14844,14277.45703,12.21107692
CEMEX S.A.B DE C.V.,CEMEX,4Q2015,2015,4,542264.341,17716.526,72575.106,305920.69,5347.695801,214132.715,28708.712,15280.077,4485.678223,37540.17969,57292.13281,4048.449951,250002.0781,32023.01953,51944.4375,14404.25781,9.80031746
CEMEX S.A.B DE C.V.,CEMEX,1Q2016,2016,1,556295.551,18184.273,70524.989,324143.224,6125.646973,213360.777,28654.695,21998.388,1770.814941,38717.13672,57084.58984,4323.293945,268291.5938,34132.72656,50958.94141,12241.80469,8.733
CEMEX S.A.B DE C.V.,CEMEX,2Q2016,2016,2,563348.082,17480.992,74686.059,316033.267,8960.365234,216639.189,32637.335,11241.722,2782.013916,42576.00781,66231.72656,4111.330078,260143.5469,35631.94531,57271.35938,14695.35156,11.562
CEMEX S.A.B DE C.V.,CEMEX,3Q2016,2016,3,588859.56,18116.56,83831.688,312572.418,9970.115234,224772.225,34884.038,11435.026,3251.934082,43230.73047,67923.82813,3922.582031,254237.6094,37083.55859,57953.71094,14722.98047,13.76230769
CEMEX S.A.B DE C.V.,CEMEX,4Q2016,2016,4,599728.32,17862.053,82115.958,320887.225,8561.768555,227110.537,39903.07,11555.397,5294.10498,37358.60156,59668.37109,3963.373047,260299.2188,34392.03516,51106.60156,13748,15.67548387
CEMEX S.A.B DE C.V.,CEMEX,1Q2017,2017,1,545671.876,18642.428,88228.677,268591.189,9769.945313,215411.012,36589.156,8138.298,1726.227051,42309.00391,62387.03516,3874.916016,212558.0469,34492.84375,52617.08984,10308.08594,16.95333333
CEMEX S.A.B DE C.V.,CEMEX,2Q2017,2017,2,533002.744,18307.56,83264.163,254236.71,8662.890625,214270.116,38095.369,7577.192,2371.111084,43293.07813,66395.0625,3409.833008,198784.1406,35119.92969,57732.17188,14439.09375,16.34903226
CEMEX S.A.B DE C.V.,CEMEX,3Q2017,2017,3,532808.222,18092.65,89322.546,243666.131,7658.533203,215931.498,38302.234,8203.166,2306.158936,41066.07813,63812.41016,3008.700928,187613.5938,34917.05859,56153.875,15087.79688,16.908
CEMEX S.A.B DE C.V.,CEMEX,4Q2017,2017,4,567581.259,18852.34,112178.538,244984.703,2664.274902,232159.965,46427.789,13741.005,6015.832031,42865.47266,65536.1875,2850.172119,74294.5,33921.92188,62871.91406,20006.44141,15.0552459
CMR S.A.B DE C.V.,CMR,1Q2010,2010,1,1783.483,35.574,383.208,222.215,7.715000153,1309.903,60.738,110.209,27.13500023,124.7630005,442.8999939,6.110000134,222.2149963,90.30500031,435.1849976,310.4219971,3.086888889
CMR S.A.B DE C.V.,CMR,2Q2010,2010,2,1724.307,33.328,340.44,207.61,7.912000179,1300.105,51.749,92.671,26.6760006,129.8249969,453.5069885,6.302999973,207.6100006,50.61999893,445.5950012,315.7700195,3.1328
CMR S.A.B DE C.V.,CMR,3Q2010,2010,3,1700.164,31.853,339.17,177.004,12.68999958,1285.751,35.62,79.599,25.80699921,126.7190018,446.54599,4.749000072,177.0039978,62.20100021,433.8559875,307.1369934,3.344
CMR S.A.B DE C.V.,CMR,4Q2010,2010,4,1718.551,35.404,389.254,156.399,13.47900009,1283.803,37.872,94.44,19.73500061,136.1649933,472.7120056,4.899000168,156.3990021,61.6230011,459.2330017,323.0679932,3.3515625
CMR S.A.B DE C.V.,CMR,1Q2011,2011,1,1652.072,42.485,351.969,147.24,-7.500999928,1248.648,60.851,52.016,25.36400032,126.6839981,435.2019958,4.388999939,147.2400055,83.92700195,442.7030029,316.0190125,3.396190476
CMR S.A.B DE C.V.,CMR,2Q2011,2011,2,1671.112,42.381,400.731,120.924,3.042999983,1250.903,80.671,64.052,37.26100159,135.0119934,464.2940063,4.449999809,120.9240036,85.94000244,461.2510071,326.2390137,3.327142857
CMR S.A.B DE C.V.,CMR,3Q2011,2011,3,1655.26,34.889,411.774,99.108,2.848999977,1238.247,56.781,80.203,21.78899956,133.8289948,470.4460144,3.84800005,99.10800171,72.35800171,467.5970154,333.7680054,3.253461538
CMR S.A.B DE C.V.,CMR,4Q2011,2011,4,1657.105,38.669,355.67,165.737,15.42800045,1221.379,110.237,128.807,29.59399986,143.822998,517.1790161,4.75,165.7369995,69.70899963,501.7510071,357.928009,3.028
CMR S.A.B DE C.V.,CMR,1Q2012,2012,1,1581.38,36.025,279.854,261.055,-20.81599998,1220.024,81.218,83.99,32,204.0149994,464.9400024,4.446000099,207.9980011,57.31200027,485.756012,281.7410278,2.918235294
CMR S.A.B DE C.V.,CMR,2Q2012,2012,2,1641.738,36.48,285.459,297.906,3.983999968,1258.277,65.067,89.54,45.60800171,190.9349976,479.3999939,5.31799984,237.8079987,71.84200287,475.4159851,284.4809875,2.961481481
CMR S.A.B DE C.V.,CMR,3Q2012,2012,3,1623.417,35.768,289.31,266.329,5.518000126,1233.561,78.637,86.906,33.875,219.072998,493.7730103,5.25,225.628006,73.43399811,488.2550049,269.1820068,2.995294118
CMR S.A.B DE C.V.,CMR,4Q2012,2012,4,1666.58,40.872,374.331,287.17,14.26200008,1267.012,126.866,144.985,49.41699982,250.0639954,534.0949707,5.644000053,228.9490051,63.21300125,519.8329468,269.7689514,3.865185185
CMR S.A.B DE C.V.,CMR,1Q2013,2013,1,1667.598,63.53,442.42,267.022,-3.403000116,1257.091,141.06,66.452,49.51800156,218.397995,493.2829895,5.396999836,213.1970062,126.5019989,496.6860046,278.2880249,4.726315789
CMR S.A.B DE C.V.,CMR,2Q2013,2013,2,1647.468,59.12,456.543,253.542,-15.40600014,1261.523,130.97,56.883,78.60399628,253.2550049,524.2189941,5.047999859,197.4450073,114.2539978,539.625,286.3699951,4.577647059
CMR S.A.B DE C.V.,CMR,3Q2013,2013,3,1667.833,77.009,453.014,286.058,-2.862999916,1292.489,156.46,41.105,67.87799835,258.0209961,552.6680298,5.375,227.2929993,99.83100128,555.5310059,297.5100098,4.815454545
CMR S.A.B DE C.V.,CMR,4Q2013,2013,4,1665.683,74.036,500.393,371.333,11.51500034,1261.514,158.865,62.771,68.09300232,275,598.7789917,5.705999851,208.6909943,111.2910004,587.2639771,312.2639771,5.307777778
CMR S.A.B DE C.V.,CMR,1Q2014,2014,1,1811.947,75.564,597.155,267.062,-6.607999802,1254.627,145.899,68.363,44.2159996,260.7000122,550.125,4.987999916,214.0890045,197.302002,556.7329712,296.032959,5.722142857
CMR S.A.B DE C.V.,CMR,2Q2014,2014,2,1823.846,77.585,581.796,248.163,51.79499817,1250.823,168.258,70.988,38.76200104,261.019989,571.8029785,5.278999805,193.9869995,206.0559998,520.0079956,258.9880066,5.580833333
CMR S.A.B DE C.V.,CMR,3Q2014,2014,3,1874.808,74.251,557.3,269.265,72.10099792,1275.259,152.917,95.932,72.93800354,267.2070007,573.8469849,3.969000101,213.8849945,213.9349976,501.7459717,234.5389709,5.26
CMR S.A.B DE C.V.,CMR,4Q2014,2014,4,2004.564,102.31,677.609,264.649,10.86299992,1329.153,193.551,97.734,103.5279999,282.7630005,624.5780029,4.923999786,211.2830048,262.2749939,613.7150269,330.9520264,5.608421053
CMR S.A.B DE C.V.,CMR,1Q2015,2015,1,2024.332,93.578,566.658,409.683,-6.171999931,1366.959,204.834,83.004,70.4940033,277.8340149,587.1970215,5.230000019,281.0809937,79.91000366,593.3690186,315.5350037,5.625263158
CMR S.A.B DE C.V.,CMR,2Q2015,2015,2,2056.115,93.399,622.133,385.273,7.752999783,1357.754,191.957,127.675,53.34899902,294.4020081,623.3280029,6.620999813,290.82901,80.52700043,615.5750122,321.1730042,5.913888889
CMR S.A.B DE C.V.,CMR,3Q2015,2015,3,2082.348,105.129,574.547,435.871,29.50200081,1341.848,167.552,170.3,107.9899979,297.9809875,632.0540161,6.243000031,339.743988,71.97200012,602.552002,304.5710144,6.026363636
CMR S.A.B DE C.V.,CMR,4Q2015,2015,4,2124.987,104.865,618.949,409.317,36.63499832,1403.947,209.898,134.195,96.53800201,313.5109863,685.6090088,6.849999905,300.6229858,76.83000183,648.973999,335.4630127,6.03125
CMR S.A.B DE C.V.,CMR,1Q2016,2016,1,2132.649,92.037,681.54,383.387,-16.00900078,1440.629,208.61,70.282,85.27600098,298.4630127,635.8330078,6.959000111,264.0320129,32.64400101,651.84198,353.3789673,6.523636364
CMR S.A.B DE C.V.,CMR,2Q2016,2016,2,2023.389,90.123,600.753,305.002,57.77299881,1369,167.286,89.074,188.7830048,311.3269958,682.2769775,7.699999809,227.4400024,29.77000046,624.5039673,313.1769714,8.145142857
CMR S.A.B DE C.V.,CMR,3Q2016,2016,3,2045.35,96.765,662,281.269,-7.515999794,1392.83,162.374,88.7,-27.52199936,304.7070007,662.8709717,8.140999794,199.3070068,34.60399628,670.3869629,365.6799622,8.400833333
CMR S.A.B DE C.V.,CMR,4Q2016,2016,4,2045.355,81.595,666.438,308.629,25.7329998,1372.862,180.028,95.624,70.33499908,327.303009,735.4110107,8.465999603,188.3209991,51.81000137,709.6780396,382.3750305,8.221538462
CMR S.A.B DE C.V.,CMR,1Q2017,2017,1,2104.55,82.44,793.802,272.878,-31.87000084,1367.108,182.276,98.45,53.64599991,289.9100037,614.1799927,9.965000153,158.1040039,36.77500153,646.0499878,356.1399841,8.264285714
CMR S.A.B DE C.V.,CMR,2Q2017,2017,2,2091.545,73.228,614.262,476.831,-22.63199997,1403.243,208.061,46.557,107.6490021,316.9609985,679.3829956,15.51299953,388.2369995,36.80699921,702.0150146,385.0540161,8.24875
CMR S.A.B DE C.V.,CMR,3Q2017,2017,3,2049.415,78.447,527.533,543.833,-8.053999901,1323.556,215.858,62.431,82.6210022,312.947998,651.3380127,14.46800041,452.8259888,37.98600006,659.3920288,346.4440308,7.999090909
CMR S.A.B DE C.V.,CMR,4Q2017,2017,4,2028.202,67.488,559.487,820.613,25.12299919,1310.639,253.291,62.605,49.49300003,333.1659851,707.2509766,18.00399971,724.0419922,53.09700012,682.1279907,348.9620056,8.085
COMPANIA MINERA AUTLAN S.A.B DE C.V.,CIA MINERA AUTLAN,1Q2010,2010,1,3993.15,413.428,310.148,500.039,210.5390015,2527.304,196.701,315.209,8.425999641,718.992981,1041.738037,28.2140007,500.0390015,586.3209839,831.1990356,112.2060547,28.4052459
COMPANIA MINERA AUTLAN S.A.B DE C.V.,CIA MINERA AUTLAN,2Q2010,2010,2,4255.801,473.082,340.388,494.494,318.2529907,2505.259,210.331,301.814,20.47400093,768.8649902,1199.040039,24.38400078,494.493988,828.947998,880.7870483,111.9220581,28.47063492
COMPANIA MINERA AUTLAN S.A.B DE C.V.,CIA MINERA AUTLAN,3Q2010,2010,3,4368.079,526.48,368.692,453.528,254.4309998,2517.452,171.531,425.502,56.42300034,649.6359863,1019.369995,22.94400024,453.5280151,759.0999756,764.9389648,115.3029785,26.04078125
COMPANIA MINERA AUTLAN S.A.B DE C.V.,CIA MINERA AUTLAN,4Q2010,2010,4,4558.308,481.133,419.23,416.185,200.5249939,2673.147,220.292,502.84,122.8470001,680.6560059,1062.647949,28.91200066,416.1849976,758.0540161,862.1229248,181.4669189,28.0425
